hanji,lomaji
業務,gia̍p-bū
你真業。,Lí tsin gia̍p. 
業命,gia̍p-miā
暗中探聽伊的消息。,Àm-tiong thàm-thiann i ê siau-sit. 
你遮的錢，閣無夠我楔手縫。,"Lí tsia-ê tsînn, koh bô kàu guá seh-tshiú-phāng. "
標會仔,pio huē-á
綴會仔,tuè huē-á
伊共你𥍉目，就是暗示你毋通加講話。,"I kā lí nih-ba̍k, tō sī àm-sī lí m̄-thang ke kóng-uē. "
功課寫完，咱就會用得看電視。,"Kong-khò siá uân, lán tō ē-īng-tit khuànn tiān-sī. "
你這隻暗光鳥，攏幾點矣閣毋睏？,"Lí tsit tsiah àm-kong-tsiáu, lóng kuí tiám--ah koh m̄ khùn? "
我約伊今仔日中晝佇公園會合，做伙去𨑨迌。,"Guá iok i kin-á-ji̍t tiong-tàu tī kong-hn̂g huē-ha̍p, tsò-hué khì tshit-thô. "
你毋通使暗行害人。,Lí m̄-thang sái àm-hīng hāi--lâng. 
你毋通中伊的暗步。,Lí m̄-thang tiòng i ê àm-pōo. 
我功課若寫好就會使去看電影矣。,Guá kong-khò nā siá hó tō ē-sái khì khuànn tiān-iánn--ah. 
這項物件閣會使得用，毋通擲掉。,"Tsit hāng mi̍h-kiānn koh ē-sái-tit īng, m̄-thang tàn tiāu. "
選舉的時陣毋通楔空。,Suán-kí ê sî-tsūn m̄-thang seh-khang. 
好的物件攏予伊暗崁起來。,Hó ê mi̍h-kiānn lóng hōo i àm-khàm--khí-lâi. 
暗時你莫佇外口拋拋走。,Àm-sî lí mài tī guā-kháu pha-pha-tsáu. 
這馬外口暗眠摸，你閣欲出去？,"Tsit-má guā-kháu àm-bîn-bong, lí koh beh tshut khì? "
這件代誌會做得。,Tsit kiānn tāi-tsì ē-tsò--tit. 
會得過日就好矣，毋免欣羨別人好額。,"Ē-tit kuè-ji̍t tō hó--ah, m̄-bián him-siān pa̍t-lâng hó-gia̍h. "
是伊共我暗示，我才會得通過關。,"Sī i kā guá àm-sī, guá tsiah ē-tit-thang kuè kuan. "
伊的身體敢會堪得這款風雨？,I ê sin-thé kám ē-kham-tit tsit khuán hong-hōo? 
你業債猶未還清。,Lí gia̍p-tsè iáu-buē hîng tshing. 
第一个要求我會當答應你，第二个我就愛閣考慮一下。,"Tē-it ê iau-kiû guá ē-tàng tah-ìng--lí, tē-jī ê guá tō ài koh khó-lī--tsi̍t-ē. "
暗路毋通行。,Àm-lōo m̄-thang kiânn. 
外口無路燈，暗漠漠。,"Guā-kháu bô lōo-ting, àm-bo̍k-bo̍k. "
珠寶的價數暗漠漠，毋是內行人看無。,"Tsu-pó ê kè-siàu àm-bo̍k-bo̍k, m̄ sī lāi-hâng lâng khuànn-bô. "
公園內暗趖趖，看起來足恐怖。,"Kong-hn̂g-lāi àm-sô-sô, khuànn--khí-lâi tsiok khióng-pòo. "
這个所在真暗毿，我心內膽膽。,"Tsit ê sóo-tsāi tsin àm-sàm, guá sim-lāi tám-tám. "
查某人的暗毿病，實在歹講。,"Tsa-bóo-lâng ê àm-sàm-pēnn, si̍t-tsāi pháinn-kóng. "
這條歌你會曉唱無？,Tsit tiâu kua lí ē-hiáu tshiùnn--bô? 
教師會館,kàu-su huē-kuán
阮翁差不多暗頭仔就會轉來矣，你閣等一下。,"Guán ang tsha-put-to àm-thâu-á tō ē tńg--lâi--ah, lí koh tán--tsi̍t-ē. "
伊有夠歁。,I ū-kàu khám. 
做一日歇一日，欲做到當時？,"Tsò tsi̍t ji̍t hioh tsi̍t ji̍t, beh tsò kàu tang-sî? "
一歲,tsi̍t huè
兩歲,nn̄g huè
我比你較濟歲。,Guá pí lí khah tsē huè. 
凶歲,hiong-suè
萬歲,bān-suè
千歲,tshian-suè
太歲,thài-suè
田園厝宅全毀了了。,Tshân-hn̂g tshù-the̍h tsuân huí-liáu-liáu. 
你臆了真準。,Lí ioh liáu tsin tsún. 
準拄好,tsún-tú-hó
溜落來,liu--lo̍h-lâi
無注意去予伊溜去矣。,Bô tsù-ì khì hōo i liu--khì--ah. 
枴仔頭溜無去矣。,Kuái-á-thâu liu bô--khì--ah. 
排水溝,pâi-tsuí-kau
山溝,suann-kau
這幾日仔落雨，厝內塗跤溡溡。,"Tsit kuí-ji̍t-á lo̍h-hōo, tshù-lāi thôo-kha tshî-tshî. "
水溢出來矣。,Tsuí ik--tshut-lâi--ah. 
海水溢來溢去。,Hái-tsuí ik lâi ik khì. 
溪頭,khe-thâu
好歇工矣。,Hó hioh-kang--ah. 
伊就是跋落溝仔，毋才會規身軀澹糊糊。,"I tō sī pua̍h lo̍h kau-á, m̄-tsiah ē kui-sin-khu tâm-kôo-kôo. "
白翎鷥，擔畚箕，擔到溪仔墘。,"Pe̍h-līng-si, tann pùn-ki, tann kàu khe-á-kînn. "
阮囝嘛咧欲歇冬矣。,Guán kiánn mā teh-beh hioh-tang--ah. 
胃無好會溢刺酸。,Uī bô hó ē ik-tshiah-sng. 
遐的數就準拄好矣。,Hia ê siàu tō tsún-tú-hó--ah. 
伊逐日都準時上班。,I ta̍k ji̍t to tsún-sî siōng pan. 
我的苦勸你若毋聽，就準做我無交你這个朋友。,"Guá ê khóo-khǹg lí nā m̄ thiann, tō tsún-tsò guá bô kau lí tsit ê pîng-iú. "
準做你無佮意，嘛毋免共人嫌甲按呢。,"Tsún-tsò lí bô kah-ì, mā m̄-bián kā lâng hiâm kah án-ne. "
等一下歇晝，咱做伙去食飯好無？,"Tán--tsi̍t-ē hioh-tàu, lán tsò-hué khì tsia̍h-pn̄g hó--bô? "
伊佇房間溫習功課，莫共伊吵。,"I tī pâng-king un-si̍p kong-khò, mài kā i tshá. "
我愛準備明仔載的考試。,Guá ài tsún-pī bîn-á-tsài ê khó-tshì. 
小歇喘一下，我忝甲行袂去矣。,"Sió hioh-tshuán--tsi̍t-ē, guá thiám kah kiânn bē khì--ah. "
阮明仔載就開始歇寒，免去學校上課矣。,"Guán bîn-á-tsài tō khai-sí hioh-kuânn, bián khì ha̍k-hāu siōng-khò--ah. "
你小歇睏一下，好無？,"Lí sió hioh-khùn--tsi̍t-ē, hó--bô? "
阮學校明仔載歇睏。,Guán ha̍k-hāu bîn-á-tsài hioh-khùn. 
欲佇遮歇暗無？,Beh tī tsia hioh-àm--bô? 
你歁歁呢，敢佇伊的面頭前講白賊。,"Lí khám-khám--neh, kánn tī i ê bīn-thâu-tsîng kóng-pe̍h-tsha̍t. "
歁話講規擔。,Khám-uē kóng kui tànn. 
伊個性真溫馴。,I kò-sìng tsin un-sûn. 
𪜶阿祖真長歲壽，食甲九十外歲矣閣誠勇健。,"In a-tsóo tsin tn̂g-huè-siū, tsia̍h kah káu-tsa̍p-guā huè--ah koh tsiânn ióng-kiānn. "
伊下暗去旅社歇暝。,I e-àm khì lí-siā hioh-mê. 
伊的個性真極端。,I ê kò-sìng tsin ki̍k-tuan. 
伊講的話攏有準算。,I kóng ê uē lóng ū tsún-sǹg. 
學校這馬歇熱，阮毋免去上課啦！,"Ha̍k-hāu tsit-má hioh-jua̍h, guán m̄-bián khì siōng-khò--lah! "
歲頭遐濟矣，閣遮爾歹性地。,"Huè-thâu hiah tsē--ah, koh tsiah-nī pháinn-sìng-tē. "
糖溶去矣。,Thn̂g iûnn--khì--ah. 
滅絕,bia̍t-tsua̍t
滅口,bia̍t-khió
滅亡,bia̍t-bông
茶愛斟予滇。,Tê ài thîn hōo tīnn. 
流滇,lâu-tīnn
塗跤真滑，行路愛細膩。,"Thôo-kha tsin ku̍t, kiânn-lōo ài sè-jī. "
麻糍滒塗豆麩。,Muâ-tsî kō thôo-tāu hu. 
衫去滒著豆油。,Sann khì kō-tio̍h tāu-iû. 
茶滓,tê-tái
油滓,iû-tái
尿滓,jiō-tái
煎卵,tsian nn̄g
蚵仔煎,ô-á-tsian
煎藥仔,tsuann-io̍h-á
煎茶,tsuann-tê
竹管予火燒甲煏開。,Tik-kóng hōo hué sio kah piak--khui. 
肉先落去煏較芳。,Bah sing lo̍h-khì piak khah phang. 
衝煙,tshìng ian
煞戲,suah-hì
煞煞去,suah-suah--khì
煞有,suah ū
煞無,suah bô
伊煞走去嫁翁。,I suah tsáu khì kè-ang. 
煞癢,suah tsiūnn
煞著,suah--tio̍h
凶神惡煞,hiong sîn ok suah
伊走一下傷緊，去煞著矣。,"I tsáu tsi̍t-ē siunn kín, khì sannh--tio̍h--ah. "
伊去煞著彼个查某囡仔。,I khì sannh-tio̍h hit ê tsa-bóo gín-á. 
煞著風,sannh-tio̍h hong
肉煠有熟無？,Bah sa̍h ū si̍k--bô? 
煠青菜,sa̍h tshenn-tshài
蓮藕粉摻糖煡煡咧，真好食。,"Liân-ngāu-hún tsham thn̂g khi̍t-khi̍t--leh, tsin hó tsia̍h. "
煡甜粿,khi̍t tinn-kué
伊對彼粒璇石手指真煞心。,I tuì hit lia̍p suān-tsio̍h tshiú-tsí tsin sannh-sim. 
過去的代誌就準煞去，你莫閣想矣。,"Kuè-khì ê tāi-tsì tō tsún suah--khì, lí mài koh siūnn--ah. "
煞尾名,suah-bué miâ
你若有代誌你先走，遮予我來煞尾。,"Lí nā ū tāi-tsì lí sing tsáu, tsia hōo guá lâi suah-bué. "
我定定看媽媽用肥豬肉煏油。,Guá tiānn-tiānn khuànn má-mah īng puî ti-bah piak-iû. 
伊食錢的代誌煏空矣。,I tsia̍h-tsînn ê tāi-tsì piak-khang--ah. 
你較細膩咧，毋通滑倒。,"Lí khah sè-jī--leh, m̄-thang ku̍t--tó. "
阮小弟結婚的時陣煏桌矣。,Guán sió-tī kiat-hun ê sî-tsūn piak-toh--ah. 
古早有人認為破病是因為犯著煞神。,Kóo-tsá ū-lâng jīn-uî phuà-pēnn sī in-uī huān-tio̍h suah-sîn. 
人客欲來矣，你緊去煎茶來款待。,"Lâng-kheh beh lâi--ah, lí kín khì tsuann-tê lâi khuán-thāi. "
囡仔煞著就愛𤆬去予人收驚。,Gín-á suah--tio̍h tō ài tshuā khì hōo lâng siu-kiann. 
你細膩仔行，塗跤滑溜溜。,"Lí sè-jī-á kiânn, thôo-kha ku̍t-liu-liu. "
煙腸用烘的較好食。,Ian-tshiâng iōng hang--ê khah hó tsia̍h. 
十點就煞鼓矣。,Tsa̍p tiám tō suah-kóo--ah. 
𪜶煞鼓了後就無閣見面。,In suah-kóo liáu-āu tō bô koh kìnn-bīn. 
桌頂牢一沿煙黗。,Toh-tíng tiâu tsi̍t iân ian-thûn. 
煞戲了後，我就送你轉去。,"Suah-hì liáu-āu, guá tō sàng lí tńg--khì. "
𪜶兩人已經煞戲矣。,In nn̄g lâng í-king suah-hì--ah. 
下暗敢欲煎藥仔？,E-àm kám beh tsuann-io̍h-á? 
若照按呢落去，代誌就毋好矣。,"Nā tsiàu án-ne--lo̍h-khì, tāi-tsì tō m̄ hó--ah. "
你罰款無繳，會予人吊照。,"Lí hua̍t-khuán bô kiáu, ē hōo lâng tiàu tsiàu. "
遮日頭照袂著，誠暗。,"Tsia ji̍t-thâu tsiò bē tio̍h, tsiânn àm. "
照鏡,tsiò-kiànn
煨豬跤,ue ti-kha
煨糜,ue muê
你真正有夠煩。,Lí tsin-tsiànn ū-kàu huân. 
城隍爺,Sîng-hông-iâ
老爺,lāu-iâ
萬項代著愛照步來。,Bān-hāng tāi tio̍h-ài tsiàu-pōo-lâi. 
你莫想欲變鬼變怪，咱照呼照行。,"Lí mài siūnn-beh pìnn-kuí-pìnn-kuài, lán tsiàu-hoo-tsiàu-kiânn. "
你做代誌嘛較照起工咧，莫定不時就想欲偷食步。,"Lí tsò tāi-tsì mā khah tsiàu-khí-kang--leh, mài tiānn put-sî tō siūnn-beh thau-tsia̍h-pōo. "
過年時仔這間店照常營業。,Kuè-nî-sî-á tsit king tiàm tsiàu-siông îng-gia̍p. 
醫生講伊無要緊，你毋免煩惱啦！,"I-sing kóng i bô-iàu-kín, lí m̄-bián huân-ló--lah! "
這件代誌你著愛照實講。,Tsit kiānn tāi-tsì lí tio̍h-ài tsiàu-si̍t kóng. 
照講我按呢做應該無毋著，哪會失敗咧？,"Tsiàu-kóng guá án-ne tsò ìng-kai bô m̄-tio̍h, ná ē sit-pāi--leh? "
出門進前先照鏡，看衫穿有好勢無。,"Tshut-mn̂g tsìn-tsîng sing tsiò-kiànn, khuànn sann tshīng ū hó-sè--bô. "
家己先照鏡看覓咧，才袂卸世眾。,"Ka-kī sing tsiò-kiànn khuànn-māi--leh, tsiah bē sià-sì-tsìng. "
我會好好仔照顧你的序大人。,Guá ē hó-hó-á tsiàu-kòo lí ê sī-tuā-lâng. 
花當紅,hue tng âng
我當天咒誓，絕對無騙你。,"Guá tng thinn tsiù-tsuā, tsua̍t-tuì bô phiàn--lí. "
伊提手指去當。,I the̍h tshiú-tsí khì tǹg. 
呸痰,phuì thâm
出痲,tshut muâ
痲瘋,muâ-hong
玉盞,gio̍k-tsuánn
酒盞,tsiú-tsuánn
你莫共我睨。,Lí mài kā guá gîn. 
伊生做矮矮，袂講蓋懸。,"I senn-tsò é-é, bē kóng kài kuân. "
彼个囡仔規身軀攏生痱仔。,Hit ê gín-á kui-sin-khu lóng senn puì-á. 
花蓮當地的風景袂䆀，咱另工做伙來去𨑨迌。,"Hua-liân tong-tē ê hong-kíng bē-bái, lán līng-kang tsò-hué lâi-khì tshit-thô. "
當年恁阿爸做生理趁足濟錢。,Tong-nî lín a-pah tsò-sing-lí thàn tsiok tsē tsînn. 
當初你講會好好仔對待我，這馬煞來變心！,"Tong-tshoo lí kóng ē hó-hó-á tuì-thāi--guá, tsit-má suah lâi piàn-sim! "
你都無咧欠錢，哪著行當店？,"Lí to bô teh khiàm tsînn, ná tio̍h kiânn tǹg-tiàm? "
伊雖然人生做矮肥，毋過跤手真扭掠。,"I sui-jiân lâng senn-tsò é-puî, m̄-koh kha-tshiú tsin liú-lia̍h. "
我當咧無閒，你莫共我吵。,"Guá tng-teh bô-îng, lí mài kā guá tshá. "
我當面共物件交予伊。,Guá tng-bīn kā mi̍h-kiānn kau hōo--i. 
今仔日是我當值。,Kin-á-ji̍t sī guá tong-ti̍t. 
伊是一个大痴哥。,I sī tsi̍t ê tuā tshi-ko. 
伊真痴哥。,I tsin tshi-ko. 
毋知影伊當時才會來。,M̄ tsai-iánn i tang-sî tsiah ē lâi. 
當時我無佇厝裡。,Tong-sî guá bô tī tshù--lí. 
妖嬌的模樣，使人真痴迷。,"Iau-kiau ê bôo-iūnn, sú lâng tsin tshi-bê. "
我共你當做是上好的朋友。,Guá kā lí tòng-tsò sī siōng hó ê pîng-iú. 
阿英予伊的痴情感動，尾仔決定嫁予伊。,"A-ing hōo i ê tshi-tsîng kám-tōng, bué--á kuat-tīng kè hōo--i. "
當票若無去，你的金鍊仔就提袂轉來矣。,"Tǹg-phiò nā bô--khì, lí ê kim-liān-á tō the̍h bē tńg--lâi--ah. "
伊當場就共錢開了了矣。,I tong-tiûnn tō kā tsînn khai-liáu-liáu--ah. 
用心拍拚做生理，久來當然趁大錢。,"Iōng-sim phah-piànn tsò-sing-lí, kú--lâi tong-jiân thàn tuā tsînn. "
恭喜你當選里長。,Kiong-hí lí tòng-suán lí-tiúnn. 
當頭白日話愛講予伊清楚。,Tng-thâu-pe̍h-ji̍t uē ài kóng hōo i tshing-tshó. 
逐家當頭對面共話講清楚！,Ta̍k-ke tng-thâu-tuì-bīn kā uē kóng tshing-tshó! 
拋碇,pha-tiānn
一門碇,tsi̍t mn̂g tiānn
一碇金仔,tsi̍t tiānn kim-á
你毋通傷碌。,Lí m̄-thang siunn li̍k. 
物件碎去矣。,Mi̍h-kiānn tshuì--khì--ah. 
石碑,tsio̍h-pi
飯碗,pn̄g-uánn
食緊挵破碗,tsia̍h-kín lòng-phuà uánn
三碗飯,sann uánn pn̄g
我佇路仔碰著伊。,Guá tī lōo-á pōng-tio̍h i. 
我看著兩台車相碰。,Guá khuànn-tio̍h nn̄g tâi tshia sio-pōng. 
禁火,kìm hué
禁止,kìm-tsí
手禁,tshiú-kìm
拍一稜,phah tsi̍t līng
稟告,pín-kò
山窟,suann khut
水窟,tsuí khut
酒窟仔,tsiú-khut-á
兩窟水,nn̄g khut tsuí
伊真𠢕食，你愛提碗公予伊貯飯，才有夠。,"I tsin gâu tsia̍h, lí ài the̍h uánn-kong hōo i té-pn̄g, tsiah ū-kàu. "
塗跤有一个窟仔。,Thôo-kha ū tsi̍t ê khut-á. 
伊這个人禁忌特別濟。,I tsit ê lâng kìm-khī ti̍k-pia̍t tsē. 
這隻膨椅已經窞肚矣。,Tsit tsiah phòng-í í-king thām-tóo--ah. 
學泅水進前愛先學禁氣。,O̍h siû-tsuí tsìn-tsîng ài sing o̍h kìm-khuì. 
叫你較細膩咧你就無愛，這馬食碰釘矣。,"Kiò lí khah sè-jī--leh lí tō bô ài, tsit-má tsia̍h-phòng-ting--ah. "
這擺的代誌無遐爾順利，才會去予人碰釘。,"Tsit pái ê tāi-tsì bô hiah-nī sūn-lī, tsiah ē khì hōo lâng phòng-ting. "
你身體無蓋好，有一寡物件就較禁喙咧。,"Lí sin-thé bô kài hó, ū tsi̍t-kuá mi̍h-kiānn tō khah kìm-tshuì--leh. "
你欲坐碌硞馬無？,Lí beh tsē lo̍k-kho̍k-bé--bô? 
這塊餅攏碎糊糊矣，是欲按怎食？,"Tsit tè piánn lóng tshuì-kôo-kôo--ah, sī beh án-tsuánn tsia̍h? "
伊無佮意你，你若去求伊，一定會碰壁。,"I bô kah-ì--lí, lí nā khì kiû--i, it-tīng ē pōng-piah. "
你是咧講啥物碗糕？我哪會聽攏無？,Lí sī teh kóng siánn-mih uánn-ko? Guá ná ē thiann lóng bô? 
伊竟然做出這款代誌，實在是禽獸不如。,"I kìng-jiân tsò-tshut tsit khuán tāi-tsì, si̍t-tsāi sī khîm-siù put jû. "
水筧,tsuí-kíng
水筧,tsuí-khiò
筧水,khiò-tsuí
關節,kuan-tsat
根節,kin-tsat
一節甘蔗,tsi̍t tsat kam-tsià
你開錢愛節一下。,Lí khai-tsînn ài tsat--tsi̍t-ē. 
年節,nî-tseh
節氣,tseh-khuì
中秋節,tiong-tshiu tsiat
一節課,tsi̍t tsiat khò
節目,tsiat-bo̍k
節約,tsiat-iok
節略,tsiat-lio̍k
白絹,pe̍h kìn
經布,kenn-pòo
風吹線經佇電火柱仔頂懸。,Hong-tshue suànn kenn tī tiān-hué-thiāu-á tíng-kuân. 
豬仔相經,ti-á sio-kenn
經書,king-su
誦經,siōng-king
經脈,king-me̍h
錢無經我的手。,Tsînn bô king guá ê tshiú. 
喙罨,tshuì-am
蠓罩,báng-tà
罩霧,tà-bū
莫罩佇人的身軀。,Mài tà tī lâng ê sin-khu. 
蠓罩,báng-tàu
犯罪,huān-tsuē
一群人,tsi̍t kûn lâng
人群,jîn-kûn
群島,kûn-tó
情義,tsîng-gī
正義,tsìng-gī
不義,put-gī
義工,gī-kang
義賣,gī-bē
意義,ì-gī
義父,gī-hū
義子,gī-tsú
開門愛小節力一下，毋通傷大聲。,"Khui mn̂g ài sió tsat-la̍t--tsi̍t-ē, m̄-thang siunn tuā siann. "
飲食愛節制。,Ím-si̍t ài tsiat-tsè. 
節省時間,tsiat-síng sî-kan
做兵是國民的義務。,Tsò-ping sī kok-bîn ê gī-bū. 
伊真𠢕經絲。,I tsin gâu kenn-si. 
殺人犯的罪業真重。,Sat-jîn-huān ê tsuē-gia̍p tsin tāng. 
你做工課經跤經手，閣想欲共我鬥相共？,"Lí tsò khang-khuè kenn-kha-kenn-tshiú, koh siūnn-beh kā guá tàu-sann-kāng? "
我逐工攏愛對遮經過。,Guá ta̍k kang lóng ài tuì tsia king-kuè. 
經過這擺的車禍，伊這馬出門加足小心的。,"King-kuè tsit pái ê tshia-hō, i tsit-má tshut-mn̂g ke tsiok sió-sim--ê. "
做甲艱苦罪過,tsò kah kan-khóo tsē-kuà
山頂真𠢕罩雺。,Suann-tíng tsin gâu tà-bông. 
經營事業,king-îng sū-gia̍p
山頂已經罩霧矣。,Suann-tíng í-king tà-bū--ah. 
我無這款經驗，請你指教。,"Guá bô tsit khuán king-giām, tshiánn lí tsí-kàu. "
這種代誌我無經驗過。,Tsit tsióng tāi-tsì guá bô king-giām--kuè. 
媽祖婆真聖。,Má-tsóo-pô tsin siànn. 
伊的喙真聖，見講見對。,"I ê tshuì tsin siànn, kiàn kóng kiàn tuì. "
聘請,phìng-tshiánn
聘禮,phìng-lé
聘金,phìng-kim
手的腡,tshiú ê lê
頭腦,thâu-náu
伊的頭挵著壁，腫一丸。,"I ê thâu lòng-tio̍h piah, tsíng tsi̍t uân. "
腰身,io-sin
山腰,suann-io
你有幾腰？,Lí ū kuí io? 
胃腸,uī-tn̂g
肚腸,tōo-tn̂g
腹肚疼,pak-tóo thiànn
樹腹,tshiū-pak
實腹,tsa̍t-pak
阿舅,a-kū
妻舅,tshe-kū
舅仔,kū-á
兩萬,nn̄g-bān
萬事,bān-sū
桌頂的物件落落來矣。,Toh-tíng ê mi̍h-kiānn lak--lo̍h-lâi--ah. 
米價咧落。,Bí-kè teh lak. 
伊這擺的考試落幾若名。,I tsit pái ê khó-tshì lak kuí-nā miâ. 
我的錢落無去矣。,Guá ê tsînn lak bô--khì--ah. 
物件落勾去。,Mi̍h-kiānn làu-kau--khì. 
伊的褲穿甲落落。,I ê khòo tshīng kah làu-làu. 
你去共貨落落來。,Lí khì kā huè làu--lo̍h-lâi. 
我想辦法落伊的話。,Guá siūnn pān-huat làu i ê uē. 
伊逐改佮我講話攏愛落英語。,I ta̍k kái kah guá kóng-uē lóng ài làu Ing-gí. 
落風,làu hong
落水,làu tsuí
伊食歹腹肚，落甲足慘的。,"I tsia̍h pháinn pak-tóo, làu kah tsiok tshám--ê. "
落昨日,loh-tso̍h--ji̍t
落後日,loh-āu--ji̍t
落山,lo̍h-suann
落雨,lo̍h-hōo
落價,lo̍h-kè
落肥,lo̍h-puî
落南,lo̍h-lâm
落眠,lo̍h-bîn
落樹椏,lo̍h tshiū-ue
落苦心,lo̍h khóo-sim
跋落來,pua̍h--lo̍h-lâi
前落後落,tsîng lo̍h āu lo̍h
落選,lo̍k-suán
落伍,lo̍k-ngóo
萬一伊若知影這件代誌，一定會起性地。,"Bān-it i nā tsai-iánn tsit kiānn tāi-tsì, it-tīng ē khí-sìng-tē. "
你按呢做會落人的喙。,Lí án-ne tsò ē lo̍h-lâng-ê-tshuì. 
笑甲落下頦,tshiò kah làu-ē-hâi
我聽你咧落下頦，錢明明就是你提的，閣諍無。,"Guá thiann lí teh làu-ē-hâi, tsînn bîng-bîng tō sī lí the̍h--ê, koh tsènn bô. "
豬腹內,ti pak-lāi
你腹內火氣傷大。,Lí pak-lāi hué-khì siunn tuā. 
伊干焦會曉臭彈，其實腹內無膏。,"I kan-na ē-hiáu tshàu-tuānn, kî-si̍t pak-lāi-bô-ko. "
物件毋通落勾。,Mi̍h-kiānn m̄-thang làu-kau. 
我是萬不得已，才會來拜託你。,"Guá sī bān-put-tik-í, tsiah ē lâi pài-thok--lí. "
代誌欲對佗位落手才好？,Tāi-tsì beh tuì tó-uī lo̍h-tshiú tsiah hó? 
伊落水去掠魚仔。,I lo̍h-tsuí khì lia̍h hî-á. 
咱的貨猶未落水。,Lán ê huè iáu-buē lo̍h-tsuí. 
落水平平沉，全無重頭輕。,"Lo̍h-tsuí pênn-pênn tîm, tsuân bô tāng-thâu-khin. "
做歹代誌會萬世袂當超生。,Tsò pháinn tāi-tsì ē bān-sè bē-tàng tshiau-sing. 
萬代香火,bān-tāi hiunn-hué
對彼爿落去,tuì hit-pîng lo̍h--khì
吞落去,thun--lo̍h-khì
你莫閣講落去矣。,Lí mài koh kóng--lo̍h-khì--ah. 
天上聖母,Thian-siōng Sìng-bó
萬全的計畫,bān-tsuân ê kè-uē
這款風俗傷落伍矣。,Tsit khuán hong-sio̍k siunn lo̍k-ngóo--ah. 
落成典禮,lo̍k-sîng tián-lé
你的胭脂落色矣。,Lí ê ian-tsi lak-sik--ah. 
落尾我就去高雄讀冊。,Lo̍h-bué guá tō khì Ko-hiông tha̍k-tsheh. 
這本冊一千箍無人買，落尾手以七百箍賣出去。,"Tsit pún tsheh tsi̍t tshing khoo bô lâng bé, lo̍h-bué-tshiú í tshit pah khoo bē--tshut-khì. "
淺腸肚,tshián tn̂g-tōo
你無代無誌哪會腹肚疼？,Lí bô-tāi-bô-tsì ná ē pak-tóo thiànn? 
伊腹肚枵。,I pak-tóo-iau. 
我欲佇臺北車頭落車。,Guá beh tī Tâi-pak tshia-thâu lo̍h-tshia. 
萬事起頭難。,Bān-sū khí-thâu lân. 
共物件提落來遮。,Kā mi̍h-kiānn the̍h lo̍h-lâi tsia.
這頁落來就毋免閣看矣。,Tsit ia̍h lo̍h--lâi tō m̄-bián koh khuànn--ah. 
伊跋落去山跤閣無死，真正是萬幸！,"I pua̍h lo̍h-khì suann-kha koh bô sí, tsin-tsiànn sī bān-hīng! "
聖拄聖，我才臆伊無欲來，伊就敲電話講欲請假矣。,"Siànn-tú-siànn, guá tsiah ioh i bô beh lâi, i tō khà-tiān-uē kóng beh tshíng-ká--ah. "
我已經派一台車落空逝去接貨矣。,Guá í-king phài tsi̍t tâi tshia làu-khang-tsuā khì tsiap huè--ah. 
